collected_date,collected_at,category,category_name,product_code,product_name,price,price_text,product_url
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,32862488,darkFlash CK104 무선 기계식 키보드 마우스 세트 블랙,33540,"33,540원",https://prod.danawa.com/info/?pcode=32862488&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,36708812,앱코 K561 교체축 유무선 블루투스 기계식 블랙,29900,"29,900원",https://prod.danawa.com/info/?pcode=36708812&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,3798967,로지텍 MK235 (정품),18300,"18,300원",https://prod.danawa.com/info/?pcode=3798967&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,45316991,로지텍 Wave Keys + LIFT VERTICAL Combo 무선 키보드 마우스 세트,139910,"139,910원",https://prod.danawa.com/info/?pcode=45316991&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,49998404,로지텍 시그니처 슬림 MK950 키보드 마우스 세트 (정품),109000,"109,000원",https://prod.danawa.com/info/?pcode=49998404&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,61437527,AULA F87 Pro 유무선 기계식 인디고 블랙 한글,49600,"49,600원",https://prod.danawa.com/info/?pcode=61437527&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,62164382,로지텍 KEYS-TO-GO 2 (정품),79200,"79,200원",https://prod.danawa.com/info/?pcode=62164382&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,63466976,AULA F87 Pro 기계식 다크 올리비아 한글,34240,"34,240원",https://prod.danawa.com/info/?pcode=63466976&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,70003601,AULA F108 유무선 기계식 스카이 블랙 한글,65600,"65,600원",https://prod.danawa.com/info/?pcode=70003601&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,72752519,한성컴퓨터 GK698 OfficeMaster 유무선,29620,"29,620원",https://prod.danawa.com/info/?pcode=72752519&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,73889735,삼성전자 SP-M1800Q 무선 키보드 마우스 세트,59290,"59,290원",https://prod.danawa.com/info/?pcode=73889735&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,91118852,COX CKM40W 저소음 무선 키보드 마우스 세트,15280,"15,280원",https://prod.danawa.com/info/?pcode=91118852&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,94026440,AULA F108 PRO 유무선 기계식 오로라 블랙 한글,71200,"71,200원",https://prod.danawa.com/info/?pcode=94026440&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,94026476,AULA F108 PRO 유무선 기계식 치즈 화이트 한글,71200,"71,200원",https://prod.danawa.com/info/?pcode=94026476&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,94205129,로지텍 MK250 무선 키보드 마우스 세트,27890,"27,890원",https://prod.danawa.com/info/?pcode=94205129&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,97122377,FL-ESPORTS NX108 유무선 기계식 크림 말차,77000,"77,000원",https://prod.danawa.com/info/?pcode=97122377&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,keyboard,키보드,98244965,CORSAIR 뱅가드 PRO 96 게이밍,229200,"229,200원",https://prod.danawa.com/info/?pcode=98244965&cate=112782
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,100622369,알파스캔 AOC Q27G40E 게이밍 180 QHD FAST IPS 프리싱크 AI HDR 무결점,228990,"228,990원",https://prod.danawa.com/info/?pcode=100622369&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,101011958,크로스오버 279QA9200 Fast-iPS 200 WQHD Ai게이밍 무결점,197470,"197,470원",https://prod.danawa.com/info/?pcode=101011958&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,103055438,삼성전자 오디세이 G5 G51F LS32FG510,316000,"316,000원",https://prod.danawa.com/info/?pcode=103055438&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,103335689,크로스오버 279FG9 iPS-HDR 패스트144 게이밍 무결점,122850,"122,850원",https://prod.danawa.com/info/?pcode=103335689&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,106763147,알파스캔 AOC 27E40L 게이밍 144 IPS 원형편광 시력보호 AI HDR 무결점,175740,"175,740원",https://prod.danawa.com/info/?pcode=106763147&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,106763531,알파스캔 3425Q120 울트라와이드 WQHD 딥 블랙 IPS 120 USB-C HDR 높낮이 무결점,389000,"389,000원",https://prod.danawa.com/info/?pcode=106763531&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,108365849,크로스오버 27USD9 IPS UHD4K 비비드 무결점,217490,"217,490원",https://prod.danawa.com/info/?pcode=108365849&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,108402173,크로스오버 34QW290GM WQHD 게이밍 멀티스탠드 화이트 무결점,298980,"298,980원",https://prod.danawa.com/info/?pcode=108402173&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,109598759,크로스오버 27LGQ175CM 4면제로 QHD iPS TYPE-C Ai 화이트 멀티스탠드,198980,"198,980원",https://prod.danawa.com/info/?pcode=109598759&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,122620740,주연테크 V27Q15C QHD IPS USB-C AI 멀티스탠드 HDR 무결점,178880,"178,880원",https://prod.danawa.com/info/?pcode=122620740&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,122622648,알파스캔 에이건 AG326UZD 게이밍 4K UHD OLED 240 USB-C HDR 400 Ai 멀티스탠드 무결점,1160690,"1,160,690원",https://prod.danawa.com/info/?pcode=122622648&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,122646896,크로스오버 미켈란 40LGD5KPRO 나노 IPS WUHD 5K FAST-120 무결점,838890,"838,890원",https://prod.danawa.com/info/?pcode=122646896&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,28460096,MSI MAG 401QR 게이밍 UWQHD 155 HDR400 무결점,463360,"463,360원",https://prod.danawa.com/info/?pcode=28460096&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,62638133,LG전자 울트라기어 27GS85Q,376060,"376,060원",https://prod.danawa.com/info/?pcode=62638133&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,62639555,LG전자 울트라기어 32GS75Q,399750,"399,750원",https://prod.danawa.com/info/?pcode=62639555&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,72229352,BenQ GW2791 아이케어 무결점,158400,"158,400원",https://prod.danawa.com/info/?pcode=72229352&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,73883483,LG전자 울트라HD 32UN650K,357080,"357,080원",https://prod.danawa.com/info/?pcode=73883483&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,73883666,삼성전자 오디세이 G7 G70D S32DG700,616640,"616,640원",https://prod.danawa.com/info/?pcode=73883666&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,75854687,LG전자 울트라기어 27G850A,747000,"747,000원",https://prod.danawa.com/info/?pcode=75854687&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,78237926,LG전자 울트라HD 27US550,279430,"279,430원",https://prod.danawa.com/info/?pcode=78237926&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,90890663,크로스오버 27QD166CM QHD iPS USB-C 화이트 Ai 멀티스탠드,178980,"178,980원",https://prod.danawa.com/info/?pcode=90890663&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,97111373,LG전자 울트라기어 32G600A,268600,"268,600원",https://prod.danawa.com/info/?pcode=97111373&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,97118564,알파스캔 AOC U32V11 4K UHD 프리싱크 HDR 시력보호 무결점,322210,"322,210원",https://prod.danawa.com/info/?pcode=97118564&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,97118876,알파스캔 AOC U32G4 게이밍 320 듀얼 모드 4K UHD HDR 400 무결점,536850,"536,850원",https://prod.danawa.com/info/?pcode=97118876&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,98771594,ASUS ROG STRIX XG27ACMES,297450,"297,450원",https://prod.danawa.com/info/?pcode=98771594&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,99287948,알파스캔 AOC U27G4 게이밍 320 듀얼 모드 4K UHD HDR 400 무결점,419000,"419,000원",https://prod.danawa.com/info/?pcode=99287948&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,99555224,알파스캔 AOC Q27G42ZE 게이밍 260 QHD FAST IPS 프리싱크 AI HDR 무결점,278990,"278,990원",https://prod.danawa.com/info/?pcode=99555224&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,99743114,크로스오버 32UCA9 UHD4K IPS USB-C 프로아트 무결점,337500,"337,500원",https://prod.danawa.com/info/?pcode=99743114&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,99875492,삼성전자 오디세이 OLED G5 G50SF LS27FG500S,417530,"417,530원",https://prod.danawa.com/info/?pcode=99875492&cate=112757
2026-05-19,2026-05-19T09:09:16+09:00,monitor,모니터,99893291,삼성전자 오디세이 G5 G50F LS27FG500,272000,"272,000원",https://prod.danawa.com/info/?pcode=99893291&cate=112757
