product_code,product_name,2026-08-18,2026-08-17,2026-08-16,2026-08-15,2026-08-14,2026-08-13,2026-08-12,2026-08-11
99749558,Apacer DDR5-6000 CL38 NOX RGB SILVER 패키지 (32GB(16Gx2)),718980,718980,718980,719000,719000,718990,719000,718980
99749564,Apacer DDR5-6000 CL38 NOX RGB SILVER 패키지 (64GB(32Gx2)),1390000,1390000,1390000,1390000,1390000,1390000,1390000,1390000
99887405,Apacer DDR5-6000 CL38 NOX WHITE 패키지 (32GB(16Gx2)),639000,639000,639000,639000,639000,639000,639000,609000
99887393,Apacer DDR5-6000 CL38 NOX WHITE 패키지 (64GB(32Gx2)),1350000,1350000,1350000,1350000,1350000,1349980,1349990,1349980
101665346,Apacer 노트북 DDR5-5600 CL46 (16GB),342500,342500,342500,342500,342500,342500,342500,342500
101667029,Apacer 노트북 DDR5-5600 CL46 (32GB),652760,652760,652760,652770,652770,652760,652770,652760
14091533,ArchMemory DDR4-2666 ECC for Synology (16GB),580000,580000,580000,580000,580000,580000,580000,580000
95423780,BIWIN DDR4-3200 CL22 (16GB),159000,159000,159000,159000,159000,159000,159000,159000
101079248,BIWIN DDR5-4800 CL40 (16GB),323390,323390,323390,332210,332210,332210,332210,332210
101079236,BIWIN DDR5-4800 CL40 (32GB),658490,658490,658490,658490,658490,658490,658490,658490
95423924,BIWIN DDR5-5600 CL46 (16GB),454000,454000,454000,454000,454000,459000,459000,319000
95423906,BIWIN DDR5-5600 CL46 (32GB),925200,925200,925200,925200,925200,925200,925200,619000
95424089,BIWIN DDR5-6000 CL28 DW100 RGB 블랙 패키지 (48GB(24Gx2)),1160000,950000,950000,950000,950000,950000,950000,950000
95424116,BIWIN DDR5-6000 CL28 DW100 RGB 화이트 패키지 (48GB(24Gx2)),950000,950000,950000,950000,950000,950000,950000,950000
95423984,BIWIN DDR5-6000 CL28 HX100 블랙 패키지 (48GB(24Gx2)),1190000,1190000,1190000,1190000,1190000,1190000,831290,831290
95424023,BIWIN DDR5-6000 CL28 HX100 실버 패키지 (48GB(24Gx2)),1190000,1187000,1190000,1187000,1190000,1190000,1190000,1190000
95424074,BIWIN DDR5-6000 CL30 DW100 RGB 블랙 패키지 (32GB(16Gx2)),1060000,1060000,1060000,1060000,1060000,1060000,1060000,1060000
95424062,BIWIN DDR5-6000 CL30 DW100 RGB 블랙 패키지 (64GB(32Gx2)),1950000,1950000,1950000,1950000,1950000,1950000,1950000,1950000
95424092,BIWIN DDR5-6000 CL30 DW100 RGB 화이트 패키지 (64GB(32Gx2)),1950000,1950000,1950000,1950000,1950000,1950000,1950000,1950000
95423957,BIWIN DDR5-6000 CL30 HX100 블랙 패키지 (32GB(16Gx2)),1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000
95423948,BIWIN DDR5-6000 CL30 HX100 블랙 패키지 (64GB(32Gx2)),1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000
95424011,BIWIN DDR5-6000 CL30 HX100 실버 패키지 (32GB(16Gx2)),1040000,1040000,1040000,1040000,1040000,1040000,1040000,1040000
95424008,BIWIN DDR5-6000 CL30 HX100 실버 패키지 (64GB(32Gx2)),1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000
123807465,BIWIN 노트북 DDR5-4800 CL40 (16GB),312410,312410,312410,312410,,,,
123807466,BIWIN 노트북 DDR5-4800 CL40 (32GB),,,,,,,,
6259453,CORSAIR DDR4-2666 CL16 VENGEANCE PRO RGB BLACK 패키지 (64GB(8Gx8)),683000,683000,683000,683000,683000,683000,683000,683000
5528713,CORSAIR DDR4-3000 CL16 Dominator Platinum 패키지 (128GB(16Gx8)),1177200,1177200,1177200,1177200,1177200,1177200,1177200,1177200
13245098,CORSAIR DDR4-3200 CL16 VENGEANCE RGB PRO SL BLACK 패키지 (32GB(8Gx4)),354750,354750,354750,354750,354750,354750,354750,354750
13244855,CORSAIR DDR4-3200 CL16 VENGEANCE RGB PRO SL WHITE 패키지 (16GB(8Gx2)),215060,215060,215060,215060,215060,215060,215060,215060
16239491,CORSAIR DDR5-5200 CL40 Dominator Platinum RGB 패키지 (64GB(32Gx2)),1550000,1550000,1550000,1550000,1550000,1550000,1550000,1550000
27788273,CORSAIR DDR5-5600 CL40 VENGEANCE RGB BLACK 패키지 (128GB(32Gx4)),3011430,3011430,3011430,3011430,3011430,3011430,3011430,3011430
105969257,CORSAIR DDR5-5600 CL48 VENGEANCE SODIMM (16GB),357480,357480,357480,357480,357480,357480,357480,357480
89534852,CORSAIR DDR5-6000 CL30 Dominator Titanium GRAY 패키지 (64GB(32Gx2)),1757930,1757930,1757930,1757930,1757930,1757930,1757930,1757920
72471092,CORSAIR DDR5-6000 CL30 VENGEANCE RGB DP WHITE 패키지 (32GB(16Gx2)),890190,890190,890190,890190,890190,890190,890190,890190
27666047,CORSAIR DDR5-6000 CL30 VENGEANCE RGB WHITE 패키지 (32GB(16Gx2)),895780,895780,895780,895780,895780,895780,895780,895780
59829371,CORSAIR DDR5-6000 CL30 VENGEANCE RGB 패키지 (32GB(16Gx2)),866520,866520,866520,866520,866520,866520,866520,866520
59829239,CORSAIR DDR5-6000 CL30 VENGEANCE RGB 패키지 (64GB(32Gx2)),1869970,1884970,1869970,1884970,1869970,1884970,1874970,1884970
59829503,CORSAIR DDR5-6000 CL30 VENGEANCE 패키지 (32GB(16Gx2)),930990,930990,930990,930990,930990,930990,930990,930990
59829446,CORSAIR DDR5-6000 CL30 VENGEANCE 패키지 (64GB(32Gx2)),1890000,1890000,1890000,1890000,1890000,1890000,1890000,1890000
100693760,CORSAIR DDR5-6000 CL30 VENGEANCE 패키지 해외구매 (64GB(32Gx2)),987600,987600,987600,987600,987600,987600,987600,
106045133,CORSAIR DDR5-6000 CL36 VENGEANCE (16GB),365800,365800,365800,365800,365800,365800,365800,365800
106046342,CORSAIR DDR5-6000 CL36 VENGEANCE RGB (16GB),382170,382170,382170,382170,382170,382170,382170,382170
17544278,CORSAIR DDR5-6000 CL36 VENGEANCE RGB BLACK 패키지 (32GB(16Gx2)),762680,762780,762800,762900,762920,763020,763040,763050
105969236,CORSAIR DDR5-6000 CL36 VENGEANCE RGB RS 패키지 (32GB(16Gx2)),751390,751390,751390,751390,751390,751390,751390,751390
105969242,CORSAIR DDR5-6000 CL36 VENGEANCE WHITE 패키지 (32GB(16Gx2)),738000,738000,738000,738000,738000,738000,738000,738000
