product_code,product_name
118832316,삼성전자 노트북 DDR2 PC2-5300 CL4.5 (중고) (2GB)
118838632,TeamGroup T-Force T-Force DDR4-3600 CL18 Delta RGB 화이트 패키지 (16GB(8Gx2))
120130385,삼성전자 노트북 DDR4-2400 중고 (8GB)
12076634,트랜센드 DDR4-3200 CL22 (8GB)
12076652,트랜센드 DDR4-3200 CL22 (16GB)
12076664,트랜센드 노트북 DDR4-3200 CL22 (16GB)
12247244,G.SKILL 노트북 DDR4-3200 CL22 RIPJAWS (8GB)
12247271,G.SKILL 노트북 DDR4-3200 CL22 RIPJAWS (16GB)
122616740,ADATA DDR5-5600 CL46 ECC/REG 서린 (64GB)
122617578,SK하이닉스 노트북 DDR5-5600 (24GB)
122617618,옵티머스 DDR5-5600 Air 아인스시스템 (8GB)
122617653,옵티머스 DDR5-5600 Air 아인스시스템 (16GB)
122621367,삼성전자 DDR5-5600 중고 (16GB)
122623097,삼성전자 DDR5-5600 중고 (8GB)
122627688,트랜센드 DDR5-5600 CL46 ECC/REG (16GB)
122629732,컴이지 킹덤 DDR4-3200 CL22 (8GB)
122637031,OLOy DDR5-5600 CL36 BLADE RGB MIRROR 패키지 올로코리아 (32GB(16Gx2))
122663226,ESSENCORE KLEVV DDR5-6000 CL30 FIT V AMD 패키지 서린 (16GB(8Gx2))
122663232,ESSENCORE KLEVV DDR5-6000 CL30 FIT V WHITE AMD 패키지 서린 (16GB(8Gx2))
122689882,컴이지 킹덤 노트북 DDR4-3200 CL22 (16GB)
122694880,엠씨케이글로벌 OUTTON DDR4-3200 CL22 (16GB)
122705973,컴이지 킹덤 노트북 DDR4-3200 CL22 (8GB)
122709317,ADATA DDR5-6400 CL52 CUDIMM 파인인포 (16GB)
122720444,G.SKILL DDR5-5600 CL46 G5 ECC/REG (32GB)
122720466,G.SKILL DDR5-5600 CL46 G5 ECC/REG (48GB)
122720491,G.SKILL DDR5-5600 CL46 G5 ECC/REG (64GB)
122720502,G.SKILL DDR5-6400 CL52 G5 ECC/REG (32GB)
122720514,G.SKILL DDR5-6400 CL52 G5 ECC/REG (48GB)
122720520,G.SKILL DDR5-6400 CL52 G5 ECC/REG (64GB)
122725544,GeIL DDR5-6000 CL36 GEMINI RGB White 패키지 (32GB(16Gx2))
122725556,GeIL DDR5-6000 CL36 GEMINI RGB Gray 패키지 (32GB(16Gx2))
122727449,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지 (32GB(16Gx2))
122727471,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지 (32GB(16Gx2))
122727477,G.SKILL DDR5-6000 CL36 TRIDENT Z5 NeoX RGB for AMD ULL 화이트 패키지 (32GB(16Gx2))
122727495,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지 (32GB(16Gx2))
